,district,rooms,size,level,max_levels,price,kocha_grouped
6323,Чиланзарский,1,30.0,2,4,26500.0,Чиланзар 7-й квартал
6324,Учтепинский,2,45.0,4,4,31500.0,Чиланзар 21-й квартал
6325,Учтепинский,2,58.0,3,9,35000.0,Чиланзар 15-й квартал
6326,Мирзо-Улугбекский,2,62.0,1,9,57000.0,ДАРХАН
6327,Учтепинский,2,58.0,10,12,36000.0,Чиланзар 30-й квартал
6328,Чиланзарский,4,74.0,4,4,53000.0,Бек-Тупи
6329,Чиланзарский,4,98.0,9,9,53000.0,Чиланзар квартал И
6330,Чиланзарский,4,90.0,7,9,95000.0,Чиланзар 7-й квартал
6331,Чиланзарский,4,73.0,3,4,66200.0,Бек-Тупи
6332,Чиланзарский,5,206.0,1,9,190000.0,Чиланзар квартал Ц
6333,Чиланзарский,3,58.0,2,4,40500.0,Чиланзар 7-й квартал
6334,Учтепинский,3,66.0,2,5,67000.0,Чиланзар квартал Г9А
6335,Чиланзарский,2,63.0,5,9,40300.0,Чиланзар 8-й квартал
6336,Чиланзарский,3,65.0,4,4,41000.0,Чиланзар 16-й квартал
6337,Чиланзарский,1,42.0,5,9,35000.0,Чиланзар 7-й квартал
6338,Чиланзарский,1,20.0,3,9,14500.0,Сугалли-ота
6339,Чиланзарский,3,70.0,4,4,46500.0,Чиланзар 5-й квартал
6340,Чиланзарский,3,70.0,5,5,40000.0,Сугалли-ота
6341,Учтепинский,3,63.0,4,4,40000.0,Чиланзар квартал Г9А
6342,Учтепинский,4,120.0,1,4,93500.0,Чиланзар 12-й квартал
6343,Чиланзарский,2,64.0,3,4,56500.0,Чиланзар 2-й квартал
6344,Чиланзарский,2,43.0,2,4,39800.0,Чиланзар 6-й квартал
6345,Учтепинский,1,33.0,3,4,23500.0,Чиланзар 22-й квартал
6346,Чиланзарский,1,28.0,1,4,25500.0,Чиланзар 6-й квартал
6347,Мирзо-Улугбекский,1,40.0,3,3,30000.0,1-й Паркентский проезд
6348,Чиланзарский,4,85.0,9,9,68000.0,Чиланзар квартал И
6349,Чиланзарский,3,68.0,2,4,56000.0,Чиланзар 5-й квартал
6350,Юнусабадский,2,60.0,3,9,48000.0,Киёт
6351,Чиланзарский,2,62.0,2,4,40000.0,Наккошлик
6352,Чиланзарский,2,69.0,5,9,59000.0,Чиланзар 5-й квартал
6353,Учтепинский,3,90.0,7,9,52500.0,Шарк
6354,Учтепинский,3,55.0,2,4,43500.0,Чиланзар 22-й квартал
6355,Чиланзарский,3,70.0,5,5,41000.0,Наккошлик
6356,Чиланзарский,1,38.0,3,4,31500.0,Чиланзар 5-й квартал
6357,Чиланзарский,3,100.0,4,12,54000.0,Сугалли-ота
6358,Учтепинский,3,92.0,1,4,65000.0,Чиланзар 25-й квартал
6359,Мирзо-Улугбекский,3,80.0,4,5,45000.0,Хумаюн
6360,Яшнободский,3,121.0,2,8,116001.0,Городок Авиастроителей 3-й квартал
6361,Учтепинский,1,38.0,4,4,25000.0,Чиланзар 15-й квартал
6362,Чиланзарский,2,63.0,7,9,45000.0,Чиланзар 3-й квартал
6363,Чиланзарский,3,66.0,4,4,49000.0,Чиланзар квартал Ц
6364,Учтепинский,2,56.0,4,5,40000.0,Кухна-Чупонота массив Чиланзар 13-й квартал
6365,Чиланзарский,3,70.0,1,9,61000.0,Алмазар
6366,Учтепинский,2,60.0,5,5,34000.0,Чиланзар 25-й квартал
6367,Чиланзарский,3,73.0,8,9,38200.0,Шарк
6368,Чиланзарский,3,65.0,2,4,44500.0,Чапаната
6369,Учтепинский,2,54.0,5,9,38000.0,Изза
6370,Чиланзарский,4,105.0,3,9,85000.0,Чиланзар квартал Ц
6371,Чиланзарский,5,128.0,1,9,85000.0,Шарк
6372,Чиланзарский,4,102.0,4,8,78500.0,Чиланзар 6-й квартал
6373,Учтепинский,4,76.0,5,5,60500.0,Чиланзар 26-й квартал
6374,Чиланзарский,1,30.0,4,5,27000.0,Мукими
6375,Чиланзарский,1,34.0,1,4,27000.0,Чиланзар 19-й квартал
6376,Чиланзарский,2,42.0,2,4,34500.0,Чиланзар 10-й квартал
6377,Учтепинский,5,100.0,4,4,54000.0,Такачи
6378,Чиланзарский,1,26.0,2,4,22500.0,Чиланзар 7-й квартал
6379,Яшнободский,2,50.0,1,9,53000.0,Авиасозлар
6380,Чиланзарский,3,80.0,7,9,45500.0,Чиланзар квартал 20Д
6381,Учтепинский,4,80.0,5,5,52500.0,Чиланзар 30-й квартал
6382,Учтепинский,2,63.0,1,4,37000.0,Чиланзар 24-й квартал
6383,Учтепинский,4,80.0,4,5,66500.0,Чиланзар 25-й квартал
6384,Чиланзарский,4,96.0,7,9,67000.0,Чиланзар квартал Ц
6385,Чиланзарский,3,72.0,5,5,41500.0,Лутфи
6386,Чиланзарский,3,80.0,2,4,68000.0,Чиланзар квартал 20Д
6387,Учтепинский,3,76.0,4,4,55500.0,Чиланзар 30-й квартал
6388,Чиланзарский,3,70.0,5,5,39000.0,Аль-Хорезми-2
6389,Чиланзарский,2,45.0,2,4,48000.0,Чиланзар 2-й квартал
6390,Учтепинский,4,100.0,3,5,61500.0,Чиланзар 30-й квартал
6391,Шайхантахурский,1,25.0,3,5,22000.0,other_very_low
6392,Чиланзарский,2,60.0,9,9,59000.0,Алмазар
6393,Учтепинский,3,62.0,5,5,48000.0,Чиланзар 23-й квартал
6394,Чиланзарский,3,60.0,5,5,47000.0,Сугалли-ота
6395,Чиланзарский,3,72.0,9,9,36000.0,Аль-Хорезми-2
6396,Учтепинский,4,80.0,4,5,51500.0,Чиланзар 15-й квартал
6397,Чиланзарский,3,91.0,9,9,42200.0,Аль-Хорезми-2
6398,Чиланзарский,2,80.0,9,9,75000.0,Алмазар
6399,Яшнободский,2,46.0,1,5,25000.0,other_very_low
6400,Юнусабадский,2,56.0,1,4,48000.0,ц-4 Кашгар (Ц-4) 
6401,Чиланзарский,2,45.0,4,4,45000.0,Чиланзар 6-й квартал
6402,Чиланзарский,4,105.0,9,9,58000.0,Чиланзар квартал Ц
6403,Чиланзарский,3,72.0,8,9,44000.0,Шарк
6404,Учтепинский,3,90.0,1,12,51000.0,Чиланзар 30-й квартал
6405,Чиланзарский,2,59.0,2,9,51000.0,Алмазар
6406,Чиланзарский,2,58.0,7,9,36000.0,Шарк
6407,Чиланзарский,3,68.0,5,5,47000.0,Мукими
6408,Учтепинский,3,82.0,11,12,35000.0,Чиланзар 30-й квартал
6409,Учтепинский,2,45.0,5,5,34000.0,Чиланзар 24-й квартал
6410,Учтепинский,3,70.0,4,12,51000.0,Чиланзар 30-й квартал
6411,Чиланзарский,3,90.0,5,9,58400.0,Аль-Хорезми-2
6412,Яккасарайский,3,101.0,1,9,119000.0,жилой комплекс Dream House
6413,Яшнободский,3,65.0,5,5,68000.0,Садыка Азимова (Жуковского) 
6414,Яккасарайский,2,40.0,3,4,40000.0,Бабура
6415,Чиланзарский,3,68.0,4,5,50000.0,Мукими
6416,Яшнободский,2,42.0,3,5,37000.0,other_low
6417,Мирабадский,3,63.0,2,4,63000.0,Фидокор (Чехова) 
6418,Чиланзарский,2,55.0,1,4,39800.0,Чиланзар 8-й квартал
6419,Учтепинский,2,48.0,4,5,29500.0,Чиланзар 24-й квартал
6420,Учтепинский,5,107.0,4,4,68000.0,Кизил Шарк
6421,Чиланзарский,5,106.0,2,5,68000.0,Алгоритм
6422,Чиланзарский,3,74.0,3,5,50000.0,Алгоритм
6423,Чиланзарский,2,48.0,2,5,41500.0,Чиланзар 1-й квартал
6424,Чиланзарский,4,140.0,3,9,81500.0,Наккашлык
6425,Чиланзарский,4,100.0,3,12,55000.0,Алгоритм
6426,Учтепинский,3,65.0,4,4,44000.0,Чиланзар 11-й квартал
6427,Учтепинский,2,56.0,4,5,54000.0,Чиланзар 23-й квартал
6428,Учтепинский,2,53.0,1,4,36000.0,Чиланзар 22-й квартал
6429,Юнусабадский,4,100.0,4,4,72500.0,Киёт
6430,Учтепинский,3,98.0,2,4,68000.0,Чиланзар 12-й квартал
6431,Чиланзарский,3,96.0,9,9,63000.0,Алмазар
6432,Чиланзарский,4,93.0,4,4,63500.0,Актепа
6433,Чиланзарский,2,60.0,9,9,49500.0,Алмазар
6434,Чиланзарский,5,82.0,4,4,72000.0,Алгоритм
6435,Учтепинский,5,120.0,9,9,52000.0,Чиланзар 23-й квартал
6436,Учтепинский,4,80.0,6,9,59500.0,Чиланзар 12-й квартал
6437,Чиланзарский,1,25.0,2,4,24000.0,Чиланзар 9-й квартал
6438,Учтепинский,3,72.0,3,9,45000.0,Кизил Шарк
6439,Учтепинский,4,94.0,9,9,45000.0,Чиланзар 31-й квартал
6440,Учтепинский,3,65.0,4,9,47500.0,Чиланзар 24-й квартал
6441,Яшнободский,1,43.0,4,9,26900.0,Городок Авиастроителей 4-й квартал
6442,Учтепинский,4,78.0,5,5,47300.0,Чиланзар 25-й квартал
6443,Яккасарайский,4,185.0,4,8,168000.0,Нукус
6444,Чиланзарский,4,85.0,3,4,52500.0,Наккошлык
6445,Чиланзарский,4,72.0,4,4,55500.0,Чиланзар 16-й квартал
6446,Мирзо-Улугбекский,4,130.0,4,4,95000.0,Буюк Ипак Йули
6447,Чиланзарский,4,76.0,2,4,68000.0,Чиланзар 16-й квартал
6448,Чиланзарский,4,80.0,3,4,54000.0,Чиланзар 10-й квартал
6449,Учтепинский,2,48.0,4,4,31000.0,Чиланзар 24-й квартал
6450,Чиланзарский,2,66.0,3,9,47000.0,Алгоритм
6451,Чиланзарский,2,46.0,4,5,37000.0,Сугалли-ота
6452,Учтепинский,1,42.0,5,5,26000.0,Чиланзар 24-й квартал
6453,Учтепинский,4,110.0,3,3,91000.0,Чиланзар 15-й квартал
6454,Чиланзарский,4,110.0,3,4,105000.0,Чиланзар квартал Ц
6455,Чиланзарский,3,70.0,4,4,39500.0,Чиланзар квартал Г9
6456,Чиланзарский,3,68.0,2,5,53500.0,Чиланзар 8-й квартал
6457,Чиланзарский,3,60.0,3,5,47000.0,Чиланзар квартал Ц
6458,Чиланзарский,3,58.0,1,4,39000.0,Чиланзар-7
6459,Мирзо-Улугбекский,4,110.0,5,9,85000.0,other_very_high
6460,Юнусабадский,4,90.0,2,4,72000.0,Юнусабад 4-й квартал
6461,Яккасарайский,3,80.0,6,8,45000.0,Бабура
6462,Чиланзарский,1,30.0,2,4,25000.0,Чиланзар 2-й квартал
6463,Мирабадский,3,72.0,1,2,40000.0,other_low
6464,Олмазорский,3,71.0,2,9,41000.0,other_medium
6465,Яккасарайский,2,51.0,4,4,33500.0,Шота Руставели
6466,Мирабадский,4,90.0,4,4,90000.0,other_very_high
6467,Шайхантахурский,2,48.0,8,9,65000.0,other_high
6468,Мирзо-Улугбекский,2,63.0,1,4,43500.0,other_medium
6469,Мирзо-Улугбекский,2,64.0,6,7,45000.0,Шахриабад
6470,Яккасарайский,3,72.0,3,8,94000.0,other_very_high
6471,Яккасарайский,3,80.0,7,10,110000.0,Глинка
6472,Яшнободский,2,52.0,7,9,44500.0,other_medium
6473,Мирзо-Улугбекский,2,47.0,2,2,23000.0,other_very_low
6474,Мирабадский,4,121.0,6,10,120000.0,1-й проезд Катта Миробод
6475,Шайхантахурский,3,80.0,1,3,105000.0,other_very_high
6476,Мирабадский,4,150.0,3,12,140000.0,other_very_high
6477,Учтепинский,2,70.0,4,5,41500.0,Чиланзар 13-й квартал махалля Кухна-Чупонота
6478,Учтепинский,2,70.0,4,5,41500.0,Чиланзар 13-й квартал махалля Кухна-Чупонота
6479,Мирабадский,3,80.0,7,9,60000.0,Тараса Шевченко
6480,Чиланзарский,2,37.0,1,4,41000.0,Чиланзар 6-й квартал
6481,Чиланзарский,4,95.0,2,4,83000.0,Чиланзар 1-й квартал
6482,Учтепинский,2,56.0,1,4,40500.0,other_medium
6483,Учтепинский,3,68.0,1,4,40000.0,Чиланзар 11-й квартал
6484,Учтепинский,2,45.0,3,4,35000.0,other_low
6485,Чиланзарский,3,68.0,3,5,48500.0,Мукими
6486,Учтепинский,4,80.0,3,4,52500.0,Чиланзар 11-й квартал
6487,Мирабадский,4,178.0,3,7,310000.0,Моштабиб
6488,Мирзо-Улугбекский,2,46.0,4,4,38000.0,Аккурган
6489,Юнусабадский,3,148.0,2,8,136000.0,проезд Олой Бозори
6490,Мирабадский,3,115.0,4,7,157550.0,Истикбол
6491,Олмазорский,3,72.0,5,9,46000.0,Бируни-1
6492,Мирабадский,2,94.0,4,7,128780.0,Истикбол
6493,Юнусабадский,3,58.0,1,4,36000.0,Юнусабад 6-й квартал
6494,Юнусабадский,4,90.0,2,4,53000.0,Юнусабад 3-й квартал
6495,Юнусабадский,4,176.0,6,8,167200.0,Киёт
6496,Мирзо-Улугбекский,2,115.0,4,5,93000.0,Мирзакалона Исмаили
6497,Яшнободский,4,92.0,4,4,54000.0,Авиасозлар
6498,Яшнободский,2,46.0,1,3,29500.0,Авиасозлар
6499,Юнусабадский,3,131.0,3,8,128000.0,Буюк Турон
6500,Учтепинский,2,53.0,4,5,39500.0,other_low
6501,Юнусабадский,3,65.0,3,4,76000.0,ц-6 Минор (Ц-6) 
6502,Мирзо-Улугбекский,1,38.0,4,4,21000.0,Городок Тракторостроителей 1-й квартал
6503,Мирзо-Улугбекский,3,79.0,4,5,53000.0,Буюк Ипак йули (Луначарское) 
6504,Мирзо-Улугбекский,2,46.0,4,4,30500.0,Феруза-3
6505,Яшнободский,5,133.0,4,9,79000.0,other_very_high
6506,Сергелийский,3,80.0,3,7,50000.0,other_medium
6507,Яшнободский,2,62.0,8,9,29900.0,other_very_low
6508,Чиланзарский,1,32.0,4,4,27500.0,other_very_low
6509,Мирзо-Улугбекский,2,42.0,3,4,32000.0,Буз-2 (Буз) 
6510,Яшнободский,1,30.0,3,5,21000.0,Городок Авиастроителей 3-й квартал
6511,Сергелийский,2,52.0,1,7,35000.0,other_low
6512,Мирзо-Улугбекский,3,62.0,5,5,35000.0,Буз-1 (Буз базар) 
6513,Мирзо-Улугбекский,2,51.0,4,4,30000.0,Городок Тракторостроителей 1-й квартал
6514,Юнусабадский,2,72.0,9,9,42108.0,1-й проезд Амира Темура
6515,Мирзо-Улугбекский,2,50.0,1,5,31000.0,Ялангач
6516,Мирзо-Улугбекский,2,60.0,3,5,30500.0,Хумаюн
6517,Юнусабадский,3,80.0,8,9,4240000.0,Юнусабад 5квартал 11дом
6518,Мирзо-Улугбекский,2,48.0,4,4,28000.0,Городок Тракторостроителей 1-й квартал
6519,Мирзо-Улугбекский,2,42.0,2,5,33500.0,Буз-1 (Буз базар) 
6520,Яккасарайский,4,100.0,1,9,90000.0,Башлык
6521,Яшнободский,2,48.0,3,5,34000.0,other_low
6522,Мирабадский,3,88.0,5,5,49000.0,Госпитальный
6523,Мирабадский,4,120.0,1,4,135000.0,Нукус
6524,Чиланзарский,2,50.0,1,4,35500.0,Чиланзар 17-й квартал
6525,Мирзо-Улугбекский,2,55.0,2,4,35000.0,Феруза-2
6526,Мирзо-Улугбекский,5,100.0,4,4,48000.0,Феруза-1
6527,Чиланзарский,1,33.0,4,4,25000.0,Чиланзар 19-й квартал
6528,Яккасарайский,2,78.0,1,4,85000.0,Конституция
6529,Юнусабадский,1,42.0,1,5,28500.0,Юнусабад 10-й квартал
6530,Мирзо-Улугбекский,2,50.0,4,4,26500.0,Городок Тракторостроителей 2-й квартал
6531,Шайхантахурский,3,68.37,2,9,56000.0,Джангох
6532,Мирзо-Улугбекский,4,92.0,3,5,61000.0,Карасу 6-й квартал
6533,Чиланзарский,2,63.0,1,5,45000.0,1-й проезд Катартал
6534,Чиланзарский,2,58.0,1,9,35000.0,Чиланзар квартал 20А
6535,Шайхантахурский,1,70.0,6,7,60000.0,Урда
6536,Учтепинский,2,56.0,6,9,34500.0,Фозилтепа
6537,Юнусабадский,1,50.0,7,9,37500.0,Юнусабад 11-й квартал
6538,Мирабадский,1,43.0,4,8,52000.0,Фидокор (Чехова) 
6539,Мирабадский,2,53.0,9,10,48000.0,Госпитальный
6540,Юнусабадский,3,72.0,4,9,78000.0,other_very_high
6541,Яккасарайский,3,105.0,5,9,135000.0,7-й проезд Абдуллы Каххара
6543,Сергелийский,2,42.0,5,7,35000.0,other_low
6544,Яккасарайский,2,49.0,4,5,36000.0,Богибустон
6545,Шайхантахурский,7,320.0,7,7,130000.0,Хувайдо
6546,Яшнободский,3,61.91,8,9,50027.0,Паркент
6547,Яшнободский,2,53.1,3,6,34326.0,Городок Авиастроителей 4-й квартал
6548,Мирзо-Улугбекский,2,39.9,4,9,21823.0,Ахмад Югнакий
6549,Мирзо-Улугбекский,2,50.3,5,9,27511.0,Ахмад Югнакий
6550,Мирзо-Улугбекский,2,41.4,5,9,22379.0,Ахмад Югнакий
6551,Яшнободский,2,52.5,3,9,42423.0,Паркент
6552,Яшнободский,4,104.1,5,9,84119.0,Паркент
6553,Яшнободский,2,76.0,2,9,61413.0,other_high
6554,Мирзо-Улугбекский,1,26.4,5,9,14439.0,Ахмад Югнакий
6555,Шайхантахурский,2,50.0,8,12,31000.0,Караташ
6556,Сергелийский,2,54.0,6,7,34075.0,other_low
6557,Юнусабадский,3,78.0,4,5,43000.0,Юнусабад 9-й квартал
6558,Чиланзарский,2,46.0,3,4,40000.0,Чиланзар 7-й квартал
6559,Чиланзарский,2,54.0,2,4,39500.0,Чиланзар 10-й квартал
6560,Чиланзарский,1,33.0,2,4,34000.0,Мукими
6561,Чиланзарский,3,62.0,2,4,52500.0,Чиланзар 2-й квартал
6562,Чиланзарский,3,78.0,9,9,53500.0,Чиланзар квартал Е
6563,Чиланзарский,2,55.0,4,4,36500.0,Шарк
6564,Учтепинский,3,72.0,5,5,42400.0,Кухна-Чупонота массив Чиланзар 13-й квартал
6565,Учтепинский,4,80.0,1,4,55000.0,Кухна-Чупонота массив Чиланзар 13-й квартал
6566,Учтепинский,4,100.0,1,4,87000.0,Кухна-Чупонота массив Чиланзар 13-й квартал
6567,Чиланзарский,3,110.0,2,4,115000.0,площадь Дружбы Народов
6568,Яккасарайский,1,43.0,5,16,36000.0,other_low
6569,Чиланзарский,2,50.0,4,4,32000.0,Чиланзар 17-й квартал
6570,Чиланзарский,4,94.0,9,9,60132.0,other_high
6571,Чиланзарский,2,49.0,4,4,35000.0,Чиланзар 17-й квартал
6572,Олмазорский,3,91.0,3,3,85000.0,other_very_high
6573,Чиланзарский,3,72.0,4,9,43000.0,Шарк
6574,Чиланзарский,1,30.0,4,4,26500.0,Чиланзар 3-й квартал
6575,Учтепинский,1,36.0,3,4,25500.0,Чиланзар 22-й квартал
6576,Чиланзарский,4,110.0,3,9,84000.0,Чиланзар квартал Ц
6577,Учтепинский,2,90.0,2,5,65000.0,other_high
6578,Шайхантахурский,3,72.0,2,5,40000.0,Ибн Сина-1
6579,Яшнободский,2,70.0,5,9,50000.0,Паркент
6580,Учтепинский,2,48.0,5,5,31000.0,Чиланзар 24-й квартал
6581,Учтепинский,4,86.0,2,5,66000.0,Чиланзар 23-й квартал
6582,Учтепинский,3,72.0,1,9,48000.0,Чиланзар 23-й квартал
6583,Учтепинский,4,90.0,3,5,48000.0,Чиланзар 23-й квартал
6584,Учтепинский,3,84.0,6,9,53500.0,Чиланзар 23-й квартал
6585,Чиланзарский,2,58.0,8,9,33500.0,Чиланзар квартал 20А
6586,Чиланзарский,2,54.0,2,5,43000.0,Чапаната
6587,Чиланзарский,2,65.0,5,12,42500.0,Мукими
6588,Чиланзарский,2,63.0,5,9,66000.0,площадь Дружбы Народов
6589,Учтепинский,1,32.0,4,4,23000.0,Чиланзар 21-й квартал
6590,Чиланзарский,1,39.0,4,4,26000.0,Чиланзар 16-й квартал
6591,Яккасарайский,2,51.0,1,5,60000.0,Конституция
6592,Яккасарайский,6,145.0,1,9,142000.0,Бабура
6593,Шайхантахурский,3,80.0,6,9,48000.0,Караташ
6594,Шайхантахурский,3,95.0,6,9,78000.0,Бешагач
6595,Шайхантахурский,2,48.0,8,9,69000.0,Хадра
6596,Чиланзарский,3,75.0,2,9,66000.0,Чиланзар квартал Е
6597,Учтепинский,4,85.0,5,5,45000.0,other_medium
6598,Учтепинский,2,52.0,5,5,35000.0,Чиланзар 26-й квартал
6599,Учтепинский,2,62.0,1,5,53000.0,Чиланзар 25-й квартал
6600,Учтепинский,4,100.0,9,9,52000.0,Чиланзар 24-й квартал
6601,Яшнободский,2,50.0,2,4,28500.0,Городок Авиастроителей 2-й квартал
6609,Чиланзарский,2,43.0,3,9,22000.0,Чиланзар квартал 20Д
6610,Мирабадский,2,70.0,4,9,55000.0,Саида Барака
6611,Мирабадский,3,70.0,2,4,65000.0,Фидокор (Чехова) 
6612,Чиланзарский,8,240.0,8,9,96000.0,Чиланзар 19-й квартал
6613,Чиланзарский,8,240.0,9,10,96000.0,Нукус
6614,Мирабадский,3,110.0,5,9,105000.0,проспект Амира Темура
6615,Мирабадский,3,114.0,1,8,77995.0,Нукус
6616,Мирабадский,2,70.0,8,9,52000.0,проспект Амира Темура
6617,Мирабадский,4,97.0,3,5,53972.0,other_high
6618,Шайхантахурский,4,165.0,4,7,140000.0,other_very_high
6619,Яшнободский,2,70.0,5,5,47000.0,Садыка Азимова (Жуковского) 
6620,Яшнободский,2,50.0,4,4,42000.0,Ташсельмаш
6621,Мирзо-Улугбекский,2,46.0,4,4,30500.0,Ялангач
6622,Сергелийский,1,24.0,2,2,15500.0,other_very_low
6623,Мирзо-Улугбекский,1,33.0,2,4,24000.0,городской посёлок Улугбек
6624,Мирзо-Улугбекский,2,58.0,4,5,31500.0,Элобод
6625,Юнусабадский,5,135.0,1,9,85000.0,Минор
6626,Олмазорский,1,40.52,4,4,23000.0,other_very_low
6627,Шайхантахурский,5,185.0,2,5,135000.0,Бешагач
6628,Мирабадский,2,48.0,1,4,32000.0,Куйлюк 3-й квартал
6629,Мирзо-Улугбекский,2,65.0,1,9,38000.0,Массив КараСу 1
6630,Шайхантахурский,3,102.0,2,7,75000.0,Бешагач
6631,Шайхантахурский,4,123.0,5,7,89000.0,Бельтепа
6632,Яшнободский,5,140.0,3,8,98000.0,Паркент
6633,Шайхантахурский,3,96.0,7,7,68000.0,Чорсу
6634,Яшнободский,2,60.0,2,6,27000.0,Городок Авиастроителей 3-й квартал
6635,Шайхантахурский,4,140.0,4,7,120000.0,Чорсу
6636,Мирабадский,3,120.0,5,10,175000.0,Садыка Азимова (Жуковского) 
6637,Чиланзарский,4,100.0,1,12,45000.0,Аль-Хорезми-2
6638,Юнусабадский,3,70.0,2,4,70000.0,Киёт
6640,Мирабадский,3,75.0,4,4,70000.0,Фидокор (Чехова) 
6641,Мирабадский,1,55.0,2,9,62000.0,Афросиаб (пр-т Косманавтов) 
6642,Яшнободский,5,135.0,3,9,88000.0,Мавлоно Риёзи
6643,Мирабадский,3,73.0,2,9,79000.0,other_very_high
6644,Юнусабадский,4,175.0,9,11,280000.0,Шарафа Рашидова
6645,Юнусабадский,4,172.0,7,8,150000.0,Буюк Турон
6646,Мирзо-Улугбекский,7,192.0,8,9,155000.0,1-й Паркентский проезд
6647,Мирзо-Улугбекский,2,58.0,4,4,52000.0,Аккурган
6648,Шайхантахурский,2,75.0,2,3,87000.0,other_very_high
6649,Мирзо-Улугбекский,5,160.0,3,5,175000.0,ДАРХАН
6650,Мирзо-Улугбекский,4,115.0,5,5,93000.0,ДАРХАН
6651,Юнусабадский,5,130.0,8,9,120000.0,other_very_high
6652,Яккасарайский,5,115.0,8,9,65000.0,Башлык
6653,Мирабадский,3,100.0,3,5,105000.0,Нукус
6654,Мирабадский,5,115.0,6,9,98000.0,ГОСПИТАЛЬНЫЙ
6655,Мирабадский,4,110.0,8,9,93000.0,Нукус
6656,Мирабадский,4,120.0,10,16,125000.0,Нукус
6657,Мирабадский,4,180.0,3,9,225000.0,Афросиаб
6658,Мирабадский,2,88.0,5,12,95000.0,ГОСПИТАЛЬНЫЙ
6659,Шайхантахурский,5,210.0,2,4,140000.0,Жангох
6660,Мирабадский,5,225.0,8,9,130000.0,Афросиаб
6661,Мирзо-Улугбекский,3,83.0,2,6,41500.0,other_medium
6663,Бектемирский,3,75.0,4,4,34000.0,Сувсоз-2 (Водник-2) 
6664,Яшнободский,2,60.0,1,9,32500.0,Фергана Йули
6665,Юнусабадский,2,65.0,6,9,50996.0,Кашгар
6666,Яккасарайский,3,54.0,3,5,63000.0,Бабура
6667,Мирзо-Улугбекский,3,112.0,1,5,68000.0,Буюк Ипак йули (Луначарское) 
6668,Мирзо-Улугбекский,4,95.0,3,5,64000.0,Карасу 1-й квартал
6669,Мирзо-Улугбекский,2,65.0,4,9,35999.0,Карасу 6-й квартал
6670,Яшнободский,2,52.0,4,4,26500.0,Фергана Йули
6671,Мирзо-Улугбекский,1,49.5,7,7,24749.0,Феруза-2
6672,Мирабадский,3,115.0,5,5,65000.0,Таллимаржон
6673,Сергелийский,6,130.0,5,9,75000.0,Бирлик
6674,Мирабадский,2,65.0,4,9,80000.0,Саида Барака
6675,Мирзо-Улугбекский,1,48.0,7,7,24000.0,Феруза-2
6676,Мирзо-Улугбекский,1,31.3,7,7,16000.0,Феруза-2
6677,Мирзо-Улугбекский,1,46.3,7,7,23000.0,Феруза-2
6678,Сергелийский,3,57.0,3,7,43000.0,other_medium
6679,Чиланзарский,3,72.0,1,9,68000.0,Чиланзар квартал 20А
6680,Мирзо-Улугбекский,2,60.5,7,7,30000.0,Феруза-2
6681,Юнусабадский,1,24.0,7,10,13680.0,ТашГРЭС
6682,Юнусабадский,2,34.0,7,10,19380.0,ТашГРЭС
6683,Чиланзарский,3,65.0,1,4,57000.0,Чиланзар-19
6684,Сергелийский,5,188.0,3,4,70000.0,other_high
6685,Сергелийский,1,37.6,1,6,28000.0,other_very_low
6686,Мирзо-Улугбекский,3,75.0,1,5,60000.0,Карасу 1-й квартал
6687,Яшнободский,1,36.0,1,9,21989.0,Тузель 1-й квартал
6688,Шайхантахурский,3,94.0,19,20,182000.0,Международный деловой центр Tashkent City
6689,Мирабадский,4,180.0,4,7,225000.0,Тараса Шевченко
6690,Мирзо-Улугбекский,1,26.0,4,4,18500.0,other_very_low
6691,Мирзо-Улугбекский,4,90.0,4,4,57000.0,Мирзо Улугбека
6692,Яшнободский,3,119.0,1,5,95000.0,Сандикли
6693,Яккасарайский,2,42.0,4,4,35000.0,1-й проезд Ракат
6694,Яшнободский,1,42.0,4,9,37000.0,Асалабад-2
6695,Олмазорский,2,58.0,2,4,39500.0,other_low
6696,Юнусабадский,3,70.0,1,5,20000.0,Кашкар
6697,Чиланзарский,4,100.0,6,9,70000.0,Наккошлык
6698,Чиланзарский,2,50.0,4,4,31000.0,other_low
6699,Юнусабадский,2,50.0,1,4,33000.0,Юнусабад-7
6700,Яккасарайский,4,86.0,2,4,68000.0,Юсуфа Хос Ходжиба
6701,Яшнободский,3,66.0,3,4,39500.0,other_low
6702,Мирабадский,2,280.0,9,9,48000.0,Мингурик
6703,Мирабадский,2,64.75,9,9,48000.0,Шахрисабз
6704,Олмазорский,3,72.0,7,9,35500.0,Каракамыш квартал 2/5
6705,Мирзо-Улугбекский,4,94.0,7,9,125000.0,other_very_high
6706,Олмазорский,3,59.0,6,9,33500.0,Каракамыш-2/3
6707,Шайхантахурский,2,48.0,4,4,40000.0,other_low
6708,Мирзо-Улугбекский,2,48.0,1,4,32000.0,Феруза-1
6709,Сергелийский,4,99.5,8,9,50000.0,Сергели-VIII
6710,Юнусабадский,4,90.0,4,5,57000.0,Гайратий
6711,Мирабадский,4,100.0,3,4,128000.0,Тараса Шевченко
6712,Учтепинский,3,72.0,7,9,52000.0,Чиланзар 15-й квартал
6713,Мирабадский,4,82.0,4,4,63000.0,Айбек
6714,Учтепинский,3,96.0,3,4,62000.0,Чиланзар 13-й квартал махалля Кухна-Чупонота
